# Table of Angular offsets between Transit Crossings
# of the Galactic Plane
# Glen Langston -- NSF -- glangsto@nsf.gov
#  Dec     RA1     RA2   Delta RA  Lon1    Lon2
#  (d)     (d)     (d)     (d)      (d)     (d) 
 -82.43  192.36  193.15    0.79   302.7   303.1 
 -82.25  192.36  193.15    0.79   302.7   303.1 
 -82.07  192.36  193.15    0.79   302.7   303.1 
 -81.89  192.36  193.15    0.79   302.7   303.1 
 -81.71  192.36  193.15    0.79   302.7   303.1 
 -81.53  192.36  193.15    0.79   302.7   303.1 
 -81.35  192.36  193.15    0.79   302.7   303.1 
 -81.17  192.36  193.15    0.79   302.7   303.1 
 -80.99  192.36  193.15    0.79   302.7   303.1 
 -80.81  192.36  193.15    0.79   302.7   303.1 
 -80.63  192.36  193.15    0.79   302.7   303.1 
 -80.45  192.36  193.15    0.79   302.7   303.1 
 -80.27  192.36  193.15    0.79   302.7   303.1 
 -80.09  192.36  193.15    0.79   302.7   303.1 
 -79.91  192.36  193.15    0.79   302.7   303.1 
 -79.73  192.36  193.15    0.79   302.7   303.1 
 -79.55  192.36  193.15    0.79   302.7   303.1 
 -79.37  192.36  193.15    0.79   302.7   303.1 
 -79.19  192.36  193.15    0.79   302.7   303.1 
 -79.01  192.36  193.15    0.79   302.7   303.1 
 -78.83  192.36  193.15    0.79   302.7   303.1 
 -78.65  192.36  193.15    0.79   302.7   303.1 
 -78.47  192.36  193.15    0.79   302.7   303.1 
 -78.29  192.36  193.15    0.79   302.7   303.1 
 -78.11  192.36  193.15    0.79   302.7   303.1 
 -77.93  192.36  193.15    0.79   302.7   303.1 
 -77.75  192.36  193.15    0.79   302.7   303.1 
 -77.57  192.36  193.15    0.79   302.7   303.1 
 -77.39  192.36  193.15    0.79   302.7   303.1 
 -77.21  192.36  193.15    0.79   302.7   303.1 
 -77.03  192.36  193.15    0.79   302.7   303.1 
 -76.85  192.36  193.15    0.79   302.7   303.1 
 -76.67  192.36  193.15    0.79   302.7   303.1 
 -76.49  192.36  193.15    0.79   302.7   303.1 
 -76.31  192.36  193.15    0.79   302.7   303.1 
 -76.13  192.36  193.15    0.79   302.7   303.1 
 -75.95  192.36  193.15    0.79   302.7   303.1 
 -75.77  192.36  193.15    0.79   302.7   303.1 
 -75.59  192.36  193.15    0.79   302.7   303.1 
 -75.41  192.36  193.15    0.79   302.7   303.1 
 -75.23  192.36  193.15    0.79   302.7   303.1 
 -75.05  192.36  193.15    0.79   302.7   303.1 
 -74.86  192.36  193.15    0.79   302.7   303.1 
 -74.68  192.36  193.15    0.79   302.7   303.1 
 -74.50  192.36  193.15    0.79   302.7   303.1 
 -74.32  192.36  193.15    0.79   302.7   303.1 
 -74.14  192.36  193.15    0.79   302.7   303.1 
 -73.96  192.36  193.15    0.79   302.7   303.1 
 -73.78  192.36  193.15    0.79   302.7   303.1 
 -73.60  192.36  193.15    0.79   302.7   303.1 
 -73.42  192.36  193.15    0.79   302.7   303.1 
 -73.24  192.36  193.15    0.79   302.7   303.1 
 -73.06  192.36  193.15    0.79   302.7   303.1 
 -72.88  192.36  193.15    0.79   302.7   303.1 
 -72.70  192.36  193.15    0.79   302.7   303.1 
 -72.52  192.36  193.15    0.79   302.7   303.1 
 -72.34  192.36  193.15    0.79   302.7   303.1 
 -72.16  192.36  193.15    0.79   302.7   303.1 
 -71.98  192.36  193.15    0.79   302.7   303.1 
 -71.80  192.36  193.15    0.79   302.7   303.1 
 -71.62  192.36  193.15    0.79   302.7   303.1 
 -71.44  192.36  193.15    0.79   302.7   303.1 
 -71.26  192.36  193.15    0.79   302.7   303.1 
 -71.08  192.36  193.15    0.79   302.7   303.1 
 -70.90  192.36  193.15    0.79   302.7   303.1 
 -70.72  192.36  193.15    0.79   302.7   303.1 
 -70.54  192.36  193.15    0.79   302.7   303.1 
 -70.36  192.36  193.15    0.79   302.7   303.1 
 -70.18  192.36  193.15    0.79   302.7   303.1 
 -70.00  192.36  193.15    0.79   302.7   303.1 
 -69.82  192.36  193.15    0.79   302.7   303.1 
 -69.64  192.36  193.15    0.79   302.7   303.1 
 -69.46  192.36  193.15    0.79   302.7   303.1 
 -69.28  192.36  193.15    0.79   302.7   303.1 
 -69.10  192.36  193.15    0.79   302.7   303.1 
 -68.92  192.36  193.15    0.79   302.7   303.1 
 -68.74  192.36  193.15    0.79   302.7   303.1 
 -68.56  192.36  193.15    0.79   302.7   303.1 
 -68.38  192.36  193.15    0.79   302.7   303.1 
 -68.20  192.36  193.15    0.79   302.7   303.1 
 -68.02  192.36  193.15    0.79   302.7   303.1 
 -67.84  192.36  193.15    0.79   302.7   303.1 
 -67.66  192.36  193.15    0.79   302.7   303.1 
 -67.48  192.36  193.15    0.79   302.7   303.1 
 -67.30  192.36  193.15    0.79   302.7   303.1 
 -67.12  192.36  193.15    0.79   302.7   303.1 
 -66.94  192.36  193.15    0.79   302.7   303.1 
 -66.76  192.36  193.15    0.79   302.7   303.1 
 -66.58  192.36  193.15    0.79   302.7   303.1 
 -66.40  192.36  193.15    0.79   302.7   303.1 
 -66.22  192.36  193.15    0.79   302.7   303.1 
 -66.04  192.36  193.15    0.79   302.7   303.1 
 -65.86  192.36  193.15    0.79   302.7   303.1 
 -65.68  192.36  193.15    0.79   302.7   303.1 
 -65.50  192.36  193.15    0.79   302.7   303.1 
 -65.32  192.36  193.15    0.79   302.7   303.1 
 -65.14  192.36  193.15    0.79   302.7   303.1 
 -64.95  192.36  193.15    0.79   302.7   303.1 
 -64.77  192.36  193.15    0.79   302.7   303.1 
 -64.59  192.36  193.15    0.79   302.7   303.1 
 -64.41  192.36  193.15    0.79   302.7   303.1 
 -64.23  192.36  193.15    0.79   302.7   303.1 
 -64.05  192.36  193.15    0.79   302.7   303.1 
 -63.87  192.36  193.15    0.79   302.7   303.1 
 -63.69  192.36  193.15    0.79   302.7   303.1 
 -63.51  192.36  193.15    0.79   302.7   303.1 
 -63.33  192.36  193.15    0.79   302.7   303.1 
 -63.15  192.36  193.15    0.79   302.7   303.1 
 -62.97  192.36  193.15    0.79   302.7   303.1 
 -62.79  188.41  197.88    9.47   300.9   305.2 
 -62.61  184.50  201.01   16.51   299.1   306.7 
 -62.43  181.41  204.10   22.68   297.7   308.1 
 -62.25  179.89  205.62   25.73   296.9   308.8 
 -62.07  177.63  207.88   30.25   295.9   309.9 
 -61.89  176.15  209.37   33.23   295.1   310.6 
 -61.71  174.68  210.84   36.17   294.4   311.4 
 -61.53  173.95  212.29   38.34   294.1   312.1 
 -61.35  172.51  213.01   40.50   293.3   312.4 
 -61.17  171.09  214.43   43.34   292.6   313.2 
 -60.99  170.39  215.14   44.75   292.3   313.5 
 -60.81  169.69  216.53   46.83   291.9   314.2 
 -60.63  168.32  217.21   48.90   291.2   314.6 
 -60.45  167.64  217.90   50.26   290.8   315.0 
 -60.27  166.97  219.24   52.27   290.5   315.7 
 -60.09  165.64  219.90   54.27   289.7   316.0 
 -59.91  164.98  220.56   55.58   289.4   316.4 
 -59.73  164.33  221.21   56.89   289.0   316.8 
 -59.55  163.68  222.50   58.82   288.6   317.5 
 -59.37  163.05  223.13   60.09   288.3   317.8 
 -59.19  161.79  223.76   61.98   287.6   318.2 
 -59.01  161.17  224.38   63.22   287.2   318.6 
 -58.83  160.55  225.00   64.45   286.8   318.9 
 -58.65  159.94  225.61   65.67   286.5   319.3 
 -58.47  159.34  226.22   66.87   286.1   319.6 
 -58.29  158.74  226.81   68.07   285.8   320.0 
 -58.11  158.15  227.41   69.25   285.4   320.4 
 -57.93  157.57  227.99   70.42   285.0   320.7 
 -57.75  156.99  228.57   71.58   284.7   321.1 
 -57.57  156.42  229.15   72.73   284.3   321.4 
 -57.39  155.85  229.71   73.86   284.0   321.8 
 -57.21  155.29  230.28   74.98   283.6   322.2 
 -57.03  155.29  230.83   75.54   283.6   322.5 
 -56.85  154.74  231.38   76.65   283.2   322.9 
 -56.67  154.19  231.93   77.74   282.9   323.2 
 -56.49  153.64  231.93   78.28   282.5   323.2 
 -56.31  153.11  232.47   79.36   282.2   323.6 
 -56.13  152.58  233.00   80.42   281.8   324.0 
 -55.95  152.05  233.53   81.48   281.4   324.3 
 -55.77  151.53  234.05   82.52   281.1   324.7 
 -55.59  151.02  234.56   83.55   280.7   325.0 
 -55.41  151.02  235.07   84.06   280.7   325.4 
 -55.23  150.51  235.07   84.57   280.4   325.4 
 -55.05  150.00  235.58   85.58   280.0   325.8 
 -54.86  149.51  236.08   86.57   279.6   326.1 
 -54.68  149.01  236.57   87.56   279.3   326.5 
 -54.50  149.01  237.06   88.05   279.3   326.8 
 -54.32  148.53  237.54   89.02   278.9   327.2 
 -54.14  148.04  237.54   89.50   278.6   327.2 
 -53.96  147.57  238.02   90.46   278.2   327.6 
 -53.78  147.10  238.50   91.40   277.8   327.9 
 -53.60  147.10  238.96   91.87   277.8   328.3 
 -53.42  146.63  238.96   92.33   277.5   328.3 
 -53.24  146.17  239.43   93.26   277.1   328.6 
 -53.06  145.71  239.88   94.17   276.8   329.0 
 -52.88  145.26  240.34   95.08   276.4   329.4 
 -52.70  145.26  240.78   95.52   276.4   329.7 
 -52.52  144.81  240.78   95.97   276.0   329.7 
 -52.34  144.37  241.23   96.86   275.7   330.1 
 -52.16  143.93  241.67   97.73   275.3   330.5 
 -51.98  143.93  242.10   98.16   275.3   330.8 
 -51.80  143.50  242.10   98.60   275.0   330.8 
 -51.62  143.08  242.53   99.45   274.6   331.2 
 -51.44  142.65  242.95  100.30   274.2   331.5 
 -51.26  142.65  243.37  100.72   274.2   331.9 
 -51.08  142.23  243.37  101.14   273.9   331.9 
 -50.90  141.82  243.79  101.97   273.5   332.3 
 -50.72  141.82  244.20  102.38   273.5   332.6 
 -50.54  141.41  244.20  102.79   273.2   332.6 
 -50.36  141.00  244.60  103.60   272.8   333.0 
 -50.18  140.60  245.01  104.40   272.4   333.3 
 -50.00  140.60  245.40  104.80   272.4   333.7 
 -49.82  140.21  245.40  105.20   272.1   333.7 
 -49.64  139.81  245.80  105.98   271.7   334.1 
 -49.46  139.81  246.19  106.37   271.7   334.4 
 -49.28  139.43  246.19  106.76   271.4   334.4 
 -49.10  139.04  246.57  107.53   271.0   334.8 
 -48.92  139.04  246.95  107.91   271.0   335.1 
 -48.74  138.66  246.95  108.29   270.6   335.1 
 -48.56  138.28  247.33  109.05   270.3   335.5 
 -48.38  137.91  247.71  109.79   269.9   335.9 
 -48.20  137.91  248.08  110.16   269.9   336.2 
 -48.02  137.54  248.08  110.53   269.5   336.2 
 -47.84  137.18  248.44  111.26   269.2   336.6 
 -47.66  137.18  248.80  111.63   269.2   336.9 
 -47.48  136.82  248.80  111.99   268.8   336.9 
 -47.30  136.46  249.16  112.71   268.5   337.3 
 -47.12  136.46  249.52  113.06   268.5   337.7 
 -46.94  136.10  249.52  113.41   268.1   337.7 
 -46.76  135.75  249.87  114.12   267.7   338.0 
 -46.58  135.75  250.22  114.47   267.7   338.4 
 -46.40  135.41  250.22  114.81   267.4   338.4 
 -46.22  135.06  250.56  115.50   267.0   338.7 
 -46.04  135.06  250.90  115.84   267.0   339.1 
 -45.86  134.72  250.90  116.18   266.7   339.1 
 -45.68  134.38  251.24  116.86   266.3   339.5 
 -45.50  134.38  251.58  117.19   266.3   339.8 
 -45.32  134.05  251.58  117.53   265.9   339.8 
 -45.14  133.72  251.91  118.19   265.6   340.2 
 -44.95  133.72  252.24  118.52   265.6   340.5 
 -44.77  133.39  252.24  118.84   265.2   340.5 
 -44.59  133.07  252.56  119.49   264.9   340.9 
 -44.41  133.07  252.88  119.82   264.9   341.3 
 -44.23  132.75  252.88  120.14   264.5   341.3 
 -44.05  132.43  253.20  120.77   264.1   341.6 
 -43.87  132.43  253.20  120.77   264.1   341.6 
 -43.69  132.11  253.52  121.41   263.8   342.0 
 -43.51  132.11  253.83  121.72   263.8   342.3 
 -43.33  131.80  253.83  122.03   263.4   342.3 
 -43.15  131.49  254.14  122.65   263.1   342.7 
 -42.97  131.49  254.45  122.96   263.1   343.1 
 -42.79  131.19  254.45  123.27   262.7   343.1 
 -42.61  130.88  254.76  123.87   262.3   343.4 
 -42.43  130.88  255.06  124.18   262.3   343.8 
 -42.25  130.58  255.06  124.48   262.0   343.8 
 -42.07  130.28  255.36  125.07   261.6   344.1 
 -41.89  130.28  255.36  125.07   261.6   344.1 
 -41.71  129.99  255.65  125.67   261.3   344.5 
 -41.53  129.99  255.95  125.96   261.3   344.9 
 -41.35  129.69  255.95  126.25   260.9   344.9 
 -41.17  129.40  256.24  126.84   260.5   345.2 
 -40.99  129.40  256.53  127.12   260.5   345.6 
 -40.81  129.11  256.53  127.41   260.2   345.6 
 -40.63  128.83  256.81  127.98   259.8   345.9 
 -40.45  128.83  257.10  128.27   259.8   346.3 
 -40.27  128.55  257.10  128.55   259.5   346.3 
 -40.09  128.55  257.38  128.83   259.5   346.7 
 -39.91  128.26  257.38  129.11   259.1   346.7 
 -39.73  127.99  257.66  129.67   258.7   347.0 
 -39.55  127.99  257.93  129.95   258.7   347.4 
 -39.37  127.71  257.93  130.22   258.4   347.4 
 -39.19  127.44  258.21  130.77   258.0   347.7 
 -39.01  127.44  258.21  130.77   258.0   347.7 
 -38.83  127.17  258.48  131.31   257.7   348.1 
 -38.65  127.17  258.75  131.58   257.7   348.5 
 -38.47  126.90  258.75  131.85   257.3   348.5 
 -38.29  126.63  259.02  132.39   256.9   348.8 
 -38.11  126.63  259.28  132.65   256.9   349.2 
 -37.93  126.36  259.28  132.92   256.6   349.2 
 -37.75  126.10  259.55  133.45   256.2   349.5 
 -37.57  126.10  259.55  133.45   256.2   349.5 
 -37.39  125.84  259.81  133.97   255.9   349.9 
 -37.21  125.84  260.07  134.23   255.9   350.3 
 -37.03  125.58  260.07  134.49   255.5   350.3 
 -36.85  125.32  260.32  135.00   255.1   350.6 
 -36.67  125.32  260.32  135.00   255.1   350.6 
 -36.49  125.07  260.58  135.51   254.8   351.0 
 -36.31  125.07  260.83  135.76   254.8   351.4 
 -36.13  124.82  260.83  136.02   254.4   351.4 
 -35.95  124.57  261.08  136.52   254.1   351.7 
 -35.77  124.57  261.08  136.52   254.1   351.7 
 -35.59  124.32  261.33  137.02   253.7   352.1 
 -35.41  124.32  261.58  137.26   253.7   352.4 
 -35.23  124.07  261.58  137.51   253.3   352.4 
 -35.05  123.82  261.83  138.00   253.0   352.8 
 -34.86  123.82  261.83  138.00   253.0   352.8 
 -34.68  123.58  262.07  138.49   252.6   353.2 
 -34.50  123.58  262.31  138.73   252.6   353.5 
 -34.32  123.34  262.31  138.97   252.3   353.5 
 -34.14  123.10  262.55  139.45   251.9   353.9 
 -33.96  123.10  262.55  139.45   251.9   353.9 
 -33.78  122.86  262.79  139.93   251.5   354.2 
 -33.60  122.86  263.03  140.17   251.5   354.6 
 -33.42  122.62  263.03  140.41   251.2   354.6 
 -33.24  122.39  263.27  140.88   250.8   355.0 
 -33.06  122.39  263.27  140.88   250.8   355.0 
 -32.88  122.16  263.50  141.34   250.5   355.3 
 -32.70  122.16  263.73  141.58   250.5   355.7 
 -32.52  121.92  263.73  141.81   250.1   355.7 
 -32.34  121.69  263.96  142.27   249.7   356.0 
 -32.16  121.69  263.96  142.27   249.7   356.0 
 -31.98  121.46  264.19  142.73   249.4   356.4 
 -31.80  121.46  264.42  142.95   249.4   356.8 
 -31.62  121.24  264.42  143.18   249.0   356.8 
 -31.44  121.01  264.65  143.63   248.6   357.1 
 -31.26  121.01  264.65  143.63   248.6   357.1 
 -31.08  120.79  264.87  144.08   248.3   357.5 
 -30.90  120.79  265.09  144.31   248.3   357.8 
 -30.72  120.56  265.09  144.53   247.9   357.8 
 -30.54  120.56  265.32  144.75   247.9   358.2 
 -30.36  120.34  265.32  144.97   247.6   358.2 
 -30.18  120.12  265.54  145.41   247.2   358.6 
 -30.00  120.12  265.76  145.63   247.2   358.9 
 -29.82  119.90  265.76  145.85   246.8   358.9 
 -29.64  119.90  265.97  146.07   246.8   359.3 
 -29.46  119.69  265.97  146.29   246.5   359.3 
 -29.28  119.47  266.19  146.72   246.1   359.6 
 -29.10  119.47  266.19  146.72   246.1   359.6 
 -28.92  119.26  266.40  147.15   245.8     0.0 
 -28.74  119.26  266.62  147.36   245.8     0.4 
 -28.56  119.04  266.62  147.58   245.4     0.4 
 -28.38  118.83  266.83  148.00   245.0     0.7 
 -28.20  118.83  266.83  148.00   245.0     0.7 
 -28.02  118.62  267.04  148.42   244.7     1.1 
 -27.84  118.62  267.25  148.63   244.7     1.4 
 -27.66  118.41  267.25  148.84   244.3     1.4 
 -27.48  118.41  267.46  149.05   244.3     1.8 
 -27.30  118.20  267.46  149.26   244.0     1.8 
 -27.12  117.99  267.67  149.68   243.6     2.2 
 -26.94  117.99  267.67  149.68   243.6     2.2 
 -26.76  117.79  267.88  150.09   243.2     2.5 
 -26.58  117.79  268.08  150.30   243.2     2.9 
 -26.40  117.58  268.08  150.50   242.9     2.9 
 -26.22  117.38  268.29  150.91   242.5     3.2 
 -26.04  117.38  268.29  150.91   242.5     3.2 
 -25.86  117.17  268.49  151.32   242.2     3.6 
 -25.68  117.17  268.69  151.52   242.2     4.0 
 -25.50  116.97  268.69  151.72   241.8     4.0 
 -25.32  116.97  268.89  151.92   241.8     4.3 
 -25.14  116.77  268.89  152.12   241.4     4.3 
 -24.95  116.57  269.09  152.52   241.1     4.7 
 -24.77  116.57  269.09  152.52   241.1     4.7 
 -24.59  116.37  269.29  152.92   240.7     5.0 
 -24.41  116.37  269.49  153.12   240.7     5.4 
 -24.23  116.17  269.49  153.32   240.4     5.4 
 -24.05  116.17  269.69  153.52   240.4     5.8 
 -23.87  115.98  269.69  153.71   240.0     5.8 
 -23.69  115.78  269.89  154.11   239.6     6.1 
 -23.51  115.78  269.89  154.11   239.6     6.1 
 -23.33  115.59  270.08  154.50   239.3     6.5 
 -23.15  115.59  270.28  154.69   239.3     6.8 
 -22.97  115.39  270.28  154.88   238.9     6.8 
 -22.79  115.20  270.47  155.27   238.6     7.2 
 -22.61  115.20  270.47  155.27   238.6     7.2 
 -22.43  115.01  270.66  155.66   238.2     7.6 
 -22.25  115.01  270.85  155.85   238.2     7.9 
 -22.07  114.81  270.85  156.04   237.8     7.9 
 -21.89  114.81  271.04  156.23   237.8     8.3 
 -21.71  114.62  271.04  156.42   237.5     8.3 
 -21.53  114.43  271.23  156.80   237.1     8.6 
 -21.35  114.43  271.23  156.80   237.1     8.6 
 -21.17  114.24  271.42  157.18   236.8     9.0 
 -20.99  114.24  271.61  157.37   236.8     9.4 
 -20.81  114.06  271.61  157.56   236.4     9.4 
 -20.63  114.06  271.80  157.74   236.4     9.7 
 -20.45  113.87  271.80  157.93   236.0     9.7 
 -20.27  113.68  271.99  158.31   235.7    10.1 
 -20.09  113.68  271.99  158.31   235.7    10.1 
 -19.91  113.50  272.17  158.68   235.3    10.5 
 -19.73  113.50  272.36  158.86   235.3    10.8 
 -19.55  113.31  272.36  159.05   235.0    10.8 
 -19.37  113.31  272.54  159.23   235.0    11.2 
 -19.19  113.13  272.54  159.42   234.6    11.2 
 -19.01  112.94  272.73  159.79   234.2    11.5 
 -18.83  112.94  272.73  159.79   234.2    11.5 
 -18.65  112.76  272.91  160.15   233.9    11.9 
 -18.47  112.76  273.09  160.34   233.9    12.3 
 -18.29  112.58  273.09  160.52   233.5    12.3 
 -18.11  112.58  273.28  160.70   233.5    12.6 
 -17.93  112.39  273.28  160.88   233.2    12.6 
 -17.75  112.21  273.46  161.24   232.8    13.0 
 -17.57  112.21  273.46  161.24   232.8    13.0 
 -17.39  112.03  273.64  161.61   232.4    13.3 
 -17.21  112.03  273.82  161.79   232.4    13.7 
 -17.03  111.85  273.82  161.97   232.1    13.7 
 -16.85  111.85  274.00  162.14   232.1    14.1 
 -16.67  111.67  274.00  162.32   231.7    14.1 
 -16.49  111.49  274.18  162.68   231.4    14.4 
 -16.31  111.49  274.18  162.68   231.4    14.4 
 -16.13  111.32  274.35  163.04   231.0    14.8 
 -15.95  111.32  274.35  163.04   231.0    14.8 
 -15.77  111.14  274.53  163.39   230.6    15.1 
 -15.59  111.14  274.71  163.57   230.6    15.5 
 -15.41  110.96  274.71  163.75   230.3    15.5 
 -15.23  110.96  274.89  163.92   230.3    15.9 
 -15.05  110.79  274.89  164.10   229.9    15.9 
 -14.86  110.61  275.06  164.45   229.5    16.2 
 -14.68  110.61  275.06  164.45   229.5    16.2 
 -14.50  110.43  275.24  164.80   229.2    16.6 
 -14.32  110.43  275.41  164.98   229.2    16.9 
 -14.14  110.26  275.41  165.15   228.8    16.9 
 -13.96  110.26  275.59  165.33   228.8    17.3 
 -13.78  110.08  275.59  165.50   228.5    17.3 
 -13.60  109.91  275.76  165.85   228.1    17.7 
 -13.42  109.91  275.76  165.85   228.1    17.7 
 -13.24  109.74  275.94  166.20   227.7    18.0 
 -13.06  109.74  276.11  166.37   227.7    18.4 
 -12.88  109.56  276.11  166.54   227.4    18.4 
 -12.70  109.56  276.28  166.72   227.4    18.7 
 -12.52  109.39  276.28  166.89   227.0    18.7 
 -12.34  109.22  276.45  167.23   226.7    19.1 
 -12.16  109.22  276.45  167.23   226.7    19.1 
 -11.98  109.05  276.63  167.58   226.3    19.5 
 -11.80  109.05  276.80  167.75   226.3    19.8 
 -11.62  108.88  276.80  167.92   225.9    19.8 
 -11.44  108.88  276.97  168.09   225.9    20.2 
 -11.26  108.70  276.97  168.26   225.6    20.2 
 -11.08  108.53  277.14  168.60   225.2    20.5 
 -10.90  108.53  277.14  168.60   225.2    20.5 
 -10.72  108.36  277.31  168.95   224.9    20.9 
 -10.54  108.36  277.31  168.95   224.9    20.9 
 -10.36  108.19  277.48  169.29   224.5    21.3 
 -10.18  108.19  277.65  169.45   224.5    21.6 
 -10.00  108.02  277.65  169.62   224.1    21.6 
  -9.82  108.02  277.82  169.79   224.1    22.0 
  -9.64  107.86  277.82  169.96   223.8    22.0 
  -9.46  107.69  277.99  170.30   223.4    22.3 
  -9.28  107.69  277.99  170.30   223.4    22.3 
  -9.10  107.52  278.16  170.64   223.1    22.7 
  -8.92  107.52  278.32  170.81   223.1    23.1 
  -8.74  107.35  278.32  170.97   222.7    23.1 
  -8.56  107.35  278.49  171.14   222.7    23.4 
  -8.38  107.18  278.49  171.31   222.3    23.4 
  -8.20  107.01  278.66  171.65   222.0    23.8 
  -8.02  107.01  278.66  171.65   222.0    23.8 
  -7.84  106.85  278.83  171.98   221.6    24.1 
  -7.66  106.85  278.83  171.98   221.6    24.1 
  -7.48  106.68  278.99  172.32   221.3    24.5 
  -7.30  106.68  279.16  172.48   221.3    24.9 
  -7.12  106.51  279.16  172.65   220.9    24.9 
  -6.94  106.51  279.33  172.82   220.9    25.2 
  -6.76  106.35  279.33  172.98   220.5    25.2 
  -6.58  106.18  279.50  173.32   220.2    25.6 
  -6.40  106.18  279.50  173.32   220.2    25.6 
  -6.22  106.01  279.66  173.65   219.8    25.9 
  -6.04  106.01  279.83  173.82   219.8    26.3 
  -5.86  105.85  279.83  173.98   219.5    26.3 
  -5.68  105.85  279.99  174.15   219.5    26.7 
  -5.50  105.68  279.99  174.31   219.1    26.7 
  -5.32  105.51  280.16  174.64   218.7    27.0 
  -5.14  105.51  280.16  174.64   218.7    27.0 
  -4.95  105.35  280.32  174.98   218.4    27.4 
  -4.77  105.35  280.32  174.98   218.4    27.4 
  -4.59  105.18  280.49  175.31   218.0    27.7 
  -4.41  105.18  280.66  175.47   218.0    28.1 
  -4.23  105.02  280.66  175.64   217.7    28.1 
  -4.05  105.02  280.82  175.80   217.7    28.5 
  -3.87  104.85  280.82  175.97   217.3    28.5 
  -3.69  104.69  280.99  176.30   216.9    28.8 
  -3.51  104.69  280.99  176.30   216.9    28.8 
  -3.33  104.52  281.15  176.63   216.6    29.2 
  -3.15  104.52  281.32  176.79   216.6    29.5 
  -2.97  104.36  281.32  176.96   216.2    29.5 
  -2.79  104.36  281.48  177.12   216.2    29.9 
  -2.61  104.19  281.48  177.29   215.9    29.9 
  -2.43  104.03  281.65  177.62   215.5    30.3 
  -2.25  104.03  281.65  177.62   215.5    30.3 
  -2.07  103.86  281.81  177.95   215.1    30.6 
  -1.89  103.86  281.81  177.95   215.1    30.6 
  -1.71  103.70  281.97  178.27   214.8    31.0 
  -1.53  103.70  282.14  178.44   214.8    31.4 
  -1.35  103.54  282.14  178.60   214.4    31.4 
  -1.17  103.54  282.30  178.77   214.4    31.7 
  -0.99  103.37  282.30  178.93   214.1    31.7 
  -0.81  103.21  282.47  179.26   213.7    32.1 
  -0.63  103.21  282.47  179.26   213.7    32.1 
  -0.45  103.04  282.63  179.59   213.3    32.4 
  -0.27  103.04  282.80  179.75   213.3    32.8 
  -0.09  102.88  282.80  179.92   213.0    32.8 
   0.09  102.88  282.96  180.08   213.0    33.2 
   0.27  102.71  282.96  180.25   212.6    33.2 
   0.45  102.55  283.12  180.58   212.3    33.5 
   0.63  102.55  283.12  180.58   212.3    33.5 
   0.81  102.39  283.29  180.90   211.9    33.9 
   0.99  102.39  283.29  180.90   211.9    33.9 
   1.17  102.22  283.45  181.23   211.5    34.2 
   1.35  102.22  283.62  181.40   211.5    34.6 
   1.53  102.06  283.62  181.56   211.2    34.6 
   1.71  102.06  283.78  181.73   211.2    35.0 
